8632	侣
4162	侥
58628	侥
62522	侦
35823	侧
2462	侨
3362	侩
58627	侪
7557	饩
76925	侮
68228	侯
65228	侯
56223	侴
2452	侵
9172	侹
1742	便
14425	便
3592	促
8882	俄
2422	俅
45525	俊
84125	俍
3692	俎
2762	俏
8557	饪
55378	饫
28929	俗
28921	俘
55574	饬
8652	俚
14728	俜
1662	保
58323	俞
28528	俟
2547	饭
775	信
56328	俣
58225	俦
56424	俨
816	俩
8112	俩
85525	俪
8862	俫
4142	俭
742	修
2692	俯
4232	俱
4532	俱
1862	俳
1762	俵
55925	俶
2572	俸
8642	俺
1652	俾
2242	倌
15829	倍
5157	饮
4662	倒
45623	倒
98422	倓
4882	倔
458	倔
58821	倕
96129	倘
6522	候
56527	倚
95529	倜
4772	倞
47826	借
55126	倡
36221	倥
45428	倦
32225	倧
45329	倨
2742	倩
57572	饮
62226	倬
72221	倭
8622	倮
15527	倴
65622	债
5282	倻
6852	值
2472	倾
5272	偁
56428	偃
416	假
47625	假
45528	偈
83229	偌
7282	偎
1442	偏
47475	饯
74826	偕
332	做
9472	停
9557	饰
47425	健
36224	偬
51421	偭
77828	偰
3262	偲
862	偶
9222	偷
88221	偻
86321	偻
25522	偾
58125	偿
36825	傀
1667	饱
25925	傅
25579	饲
65925	傉
1512	傍
4327	饳
48829	傕
46625	傣
96128	傥
14525	傧
5692	储
58579	饴
3282	催
8562	傲
8687	饵
9662	傻
85924	僇
63425	僎
771	像
36525	僔
72529	僖
8462	僚
4722	僦
2272	僧
8867	饶
7117	饷
68879	饸
18212	僰
25926	僳
44121	僵
1552	僻
4172	儆
7242	儇
42429	儋
8892	儒
86821	儡
14625	儦
8287	饹
8812	儴
888	儿
75918	兀
56588	允
5841	元
7429	兄
52258	充
6564	兆
744	先
22178	光
358	克
514	免
4385	兑
9597	兔
25578	兕
56458	兖
461	党
42248	兜
44768	兢
8594	入
284	全
12645	八
222	公
872	六
72548	兮
8845	兰
2523	共
2245	关
7475	兴
7775	兴
1474	兵
285	其
4537	具
4147	典
41675	饺
117	饼
5615	养
4445	兼
95259	兽
45575	冀
56455	冁
658	内
22175	冈
86471	冉
3584	册
356	再
41279	冏
5567	冒
7637	冔
51478	冕
86258	冗
718	写
4255	军
6825	农
22455	冠
2345	冠
1227	饽
52455	冤
54755	冥
4224	冬
22151	冮
2875	冯
85875	饿
65951	冱
5225	冲
55257	冲
4885	决
331	况
56859	冶
867	冷
45255	冻
7145	冼
8785	冽
47757	净
2255	凄
6655	准
22255	凇
84155	凉
8715	凉
44659	凋
8475	凌
4145	减
3525	凑
85556	凓
22557	凘
815	凛
6475	凝
6687	馁
465	几
2844	凡
2574	凤
28948	凫
1472	凭
36678	凯
2627	馃
4578	凳
7424	凶
92971	凸
8267	凹
529	出
4251	击
45177	凼
68487	函
38677	凿
4268	刀
44681	刁
6857	馄
225	分
25544	分
248	切
278	切
55543	刈
32413	刊
58971	刍
76543	刎
74713	刑
6861	划
63613	划
55853	刖
878	列
8425	刘
3887	则
2217	刚
52123	创
53	创
5295	初
9244	删
15453	判
15643	刨
18643	刨
8554	利
14	别
178	别
55413	刬
41783	刭
22643	刮
456	到
3298	刳
6554	制
92683	刷
9368	刷
2545	券
75454	券
55643	刹
92643	刹
32513	刺
3551	刺
3585	刻
2382	刽
23873	刿
36673	剀
4324	剁
45553	剂
95553	剃
88213	剅
74673	削
72873	削
32863	剋
85613	剌
244	前
2669	剐
47423	剑
92563	剔
25873	剕
1225	剖
72463	剜
42583	剞
4228	剟
95453	剡
12683	剥
12283	剥
4538	剧
9574	剩
41454	剪
25913	副
2286	割
14613	剽
41683	剿
24623	劁
48813	劂
68643	劄
12584	劈
16584	劈
62233	劐
77471	馅
8558	力
2548	劝
154	办
22214	功
446	加
7594	务
55614	劢
8787	劣
452	动
6597	助
6698	努
44894	劫
28344	劬
95684	劭
2647	馆
47584	劲
47784	劲
8863	劳
44864	劼
68854	劾
95534	势
1826	勃
56284	勇
5147	勉
72594	勋
2475	勍
56784	勐
85834	勒
828	勒
51414	勔
7537	勖
3243	勘
5267	馇
55934	募
85984	勠
2453	勤
7488	勰
98645	勺
2224	勾
25245	勾
75944	勿
58541	匀
1264	包
3224	匆
74247	匈
18945	匍
1868	匏
28941	匐
16548	匕
6362	化
168	北
58568	匙
92568	匙
6267	馇
32618	匝
4711	匠
3211	匡
74618	匣
3387	馈
26818	匪
33818	匮
1651	匹
82218	区
223	区
52518	医
32818	匼
1141	匾
65518	匿
98566	十
2444	千
25617	卅
9274	升
7694	午
63867	卉
1545	半
6862	华
63626	华
7486	协
1284	卑
35956	卒
38956	卒
6827	卓
26971	馉
424	单
95456	单
5566	卖
62666	南
6846	南
182	博
12275	卜
1697	卜
17455	卞
22275	馊
58475	馋
6547	占
3667	卡
2167	卡
8897	卢
56271	卣
869	卤
2369	卦
752	卧
7588	卫
88147	卬
62548	卮
56647	卯
575	印
7287	危
4858	即
2589	却
86445	卵
4645	卷
45458	卷
7784	卸
4158	卺
2474	卿
5611	厂
85818	厄
9471	厅
8551	历
85514	厉
5261	压
55871	馌
5541	厌
95816	厍
3581	厕
5811	厖
88511	厘
6521	厚
33216	厝
584	原
7411	厢
56417	厣
4881	厥
95615	厦
77615	厦
5891	厨
4721	厩
22517	厮
25	去
4298	厾
7747	县
22481	叁
3248	参
32584	参
92584	参
58278	馍
45612	叇
5528	又
52685	叉
8427	馏
56685	叉
55685	叉
4854	及
562	友
9218	双
264	反
22	发
2568	发
9297	叔
8727	馏
263	取
952	受
174	变
7532	叙
74685	叚
15455	叛
7427	馐
44881	叠
3629	口
269	古
22249	句
453	句
877	另
42694	叨
4869	叨
92694	叨
3529	叩
6259	只
6659	只
476	叫
4157	馑
65689	召
26475	馓
4479	叮
36	可
35817	可
92689	台
9868	台
55598	叱
9659	史
5521	右
1621	叵
74896	叶
55896	叶
63475	馔
6569	号
2258	司
9549	叹
8589	叻
44691	叼
42598	叽
72397	吁
5239	吁
55397	吁
5259	吃
258	各
52695	吆
26829	合
6882	合
48569	吉
4769	吊
982	同
9527	同
5474	名
652	后
6817	馕
9699	吐
9599	吐
7714	向
62698	吒
65895	吓
7769	吓
8639	吕
82697	吖
58691	吗
66175	馕
526	吗
42589	君
8755	吝
9251	吞
5459	吟
25895	吠
16598	吡
2759	吣
2621	否
16519	否
12	吧
962	首
22594	吩
6842	含
947	听
68198	吭
32798	吭
96598	吮
26559	启
62595	吱
38841	馗
51597	吲
7899	吴
52694	吵
5669	吵
7259	吸
5289	吹
7659	吻
6629	吼
62296	吽
7891	吾
5269	呀
85898	呃
8289	呃
4269	呆
55579	呇
58794	呈
256	告
22998	呋
65692	呐
5898	呒
28255	馘
42695	呔
8629	呕
85594	呖
1289	呗
5849	员
55592	员
22292	呙
24198	呛
271	呛
729	呜
6289	呢
68598	呢
5895	呣
5595	呣
8779	呤
52294	呦
6224	周
22995	呱
22695	呱
32598	呲
7589	味
62897	呵
7414	香
74697	呷
12891	呸
92597	呻
6299	呼
577	命
4639	咀
36891	咀
32698	咂
42297	咄
1869	咆
15595	咇
5219	咉
36691	咋
38891	咋
25945	馥
688	和
6584	和
68949	和
68249	和
63249	和
7456	馨
62699	咍
47249	咎
5629	咏
25995	咐
65298	咒
32695	咔
5668	马
2299	咕
4328	驮
3269	咖
75587	驯
42295	咚
6479	咛
22591	咝
58588	驰
22198	咣
65698	咤
7559	咥
58592	咦
848	咧
818	咧
32559	咨
548	咩
52596	咪
56596	咪
66585	咫
56695	咬
22388	驱
36699	咯
82299	咯
8329	咯
384	咱
62692	咳
38892	咳
62892	咴
7441	咸
72491	咺
74296	咻
5249	咽
5549	咽
55891	咽
52594	咿
8265	哀
115	品
96591	哂
98299	哃
85586	驲
66295	哄
65295	哄
4229	哆
726	哇
62	哈
66699	哈
1828	驳
883	驴
3618	驵
7119	响
8269	哎
28595	哏
3219	哐
96585	驶
56691	哑
42692	哒
74698	哓
1559	哔
63895	哕
5689	哕
62696	哗
25581	驷
33695	哙
4238	驹
32281	驺
65984	驻
5229	哟
8529	哢
228	哥
88895	哦
8829	哦
852	哦
98288	驼
95691	哨
8259	哩
666	哪
62697	哪
68897	哪
329	哭
68981	驽
12291	哱
68839	哲
47681	驾
16995	哺
6279	哼
6297	哼
2679	哽
26887	哿
55499	唁
98689	骀
58519	唇
32	开
8569	唉
72597	唏
98159	唐
3329	唑
78999	唔
55695	唛
66292	唝
88694	唠
85694	唠
2629	唢
35698	唣
63498	唤
42597	唧
26796	唪
66998	唬
9522	售
7889	唯
92693	唰
5519	唱
85595	唳
8649	唵
52291	唷
74688	骁
9329	唾
62994	唿
5569	骂
62299	啁
3659	啃
68295	啄
9215	商
8459	啉
82	啊
88697	啊
86697	啊
85697	啊
3389	啐
98697	啕
4549	啖
5369	啜
5329	啜
22891	啡
1859	啤
986	啥
826	啦
3889	啧
1269	啪
6689	啫
2586	啬
63495	啭
67897	啮
82295	啰
44687	骄
56496	啴
12295	啵
47795	啶
8219	啷
77695	啸
68686	骅
98597	啼
4429	啾
32699	喀
65682	骇
58395	喁
75895	喂
6849	喃
954	善
68869	喆
8669	喇
14487	骈
68298	喉
6649	喊
14681	骉
88585	骊
63299	喏
54596	喑
722	喔
5649	喘
6389	喙
76	喜
62898	喝
65898	喝
33891	喟
68194	喤
7249	喧
8859	喱
5678	骋
62691	喳
546	喵
1259	喷
15592	喷
55481	验
55393	喻
74786	骍
82291	喽
35959	喾
95695	嗄
7729	嗅
2458	骎
85691	嗌
55591	嗌
28585	骐
65699	嗐
32891	嗑
3589	嗑
42699	嗒
2619	嗓
52595	嗔
22295	嗖
95596	嗜
2889	嗝
32595	嗞
44891	嗟
7279	嗡
25599	嗣
28587	骑
35886	骒
2229	嗦
6269	嗨
24596	嗪
6789	嗫
6288	骓
6894	嗯
6694	嗯
6594	嗯
4169	嗲
86695	嗳
85695	嗳
9229	嗵
8869	嗷
2529	嗽
26298	嗾
4859	嘀
22595	嘁
38696	嘈
4466	嘉
1769	嘌
2269	嘎
28695	嘎
26695	嘎
32484	骖
92591	嘘
7239	嘘
42895	嘚
1748	骗
52696	嘛
82894	嘞
4299	嘟
92199	嘡
1279	嘣
5479	嘤
55597	嘧
32295	嘬
12794	嘭
66995	嘱
58695	嘲
368	嘴
22597	嘶
8469	嘹
72599	嘻
62895	嘿
75595	噀
36595	噂
5819	噇
32796	噌
65581	骘
52891	噎
42791	噔
129	噗
42892	噘
2459	噙
8299	噜
8229	噢
4759	噤
2559	器
85811	噩
38888	骙
2268	骚
95591	噬
78895	噱
2869	噶
22699	噻
12596	噼
62295	嚄
88997	嚅
85611	骜
68695	嚎
9559	嚏
8428	骝
24461	骞
54599	嚚
74699	嚣
1656	嚭
6329	嚯
82195	嚷
8619	嚷
44695	嚼
9548	骟
48895	嚼
6211	囊
6811	囊
62195	囔
2427	囚
2557	四
6887	回
77541	囟
545	因
62471	囡
9847	团
4357	囤
9857	囤
6897	囫
5847	园
335	困
32241	囱
7887	围
8857	囵
22571	囷
84771	囹
25971	固
28	国
989	图
55271	囿
16971	圃
56371	圄
58471	圆
42471	圈
4547	圈
2247	圈
1768	骠
2477	圊
58871	圌
32971	圐
85871	圙
6847	圜
32284	骢
969	土
9179	圢
9578	圣
3	在
78897	圩
56481	骣
22898	圪
92298	圫
7299	圬
22899	圭
6528	骤
58598	圯
4289	地
455	地
2449	圲
6559	圳
3319	圹
58194	场
561	场
28597	圻
4259	圾
66591	址
1649	坂
42591	均
98598	坉
2219	坊
2819	坊
25594	坋
74185	骧
9249	坍
3649	坎
6369	坏
33229	坐
327	坑
15519	坒
3369	块
4447	坚
9849	坛
22971	骨
1569	坝
7599	坞
2859	坟
63889	坠
1229	坡
3259	坤
2697	骨
964	坦
9829	坨
2249	坩
1479	坪
47499	坫
23695	坬
72695	坬
98275	骰
12591	坯
44299	坰
47877	骱
32897	坷
3689	坷
4659	坻
55895	坼
8479	坽
58841	垂
82691	垃
8621	垄
88994	垆
45629	垈
7471	型
4529	垌
46575	骶
45591	垍
65899	垎
8539	垏
8688	垒
22692	垓
65249	垕
3297	骷
58699	垚
46296	垛
43296	垛
6867	骸
58196	垟
54595	垠
28629	垡
25299	垢
68279	骺
2887	骼
36589	垦
9619	垧
85819	垩
47439	垫
52691	垭
36698	垮
32876	髁
4519	垱
27679	髂
66697	垴
8249	垵
88271	髅
3247	髋
6549	垾
7539	垿
26795	埂
82698	埃
25897	埆
1757	髌
5869	埋
8467	髎
8519	埌
5879	城
92495	埏
87895	埒
15995	埔
1699	埔
48975	髑
15994	埗
98595	埘
72592	埙
2687	髓
6749	埝
5539	域
1599	埠
15596	埤
226	高
96199	埫
45695	埭
86498	埯
68591	埴
46291	埵
48518	髢
1889	培
4253	基
58618	髦
2569	埽
981	堂
9461	髫
42899	堆
4153	堇
55391	堉
1879	堋
25991	堌
95995	堍
8579	堎
8841	髯
2741	堑
432	堕
74216	髹
4551	髻
32215	鬃
16629	堡
16929	堡
15929	堡
28418	鬈
88498	堧
44212	鬏
3249	堪
55498	堰
17515	鬓
469	堵
6579	堼
22191	堽
68415	鬟
8879	塄
4349	塅
87818	鬣
9269	塌
58759	塍
25959	塑
9669	塔
9819	塘
15194	塝
2266	塞
25669	塞
28817	鬲
28897	塥
9449	填
22817	鬶
86159	塱
98959	塾
58596	墀
55495	墁
4779	境
95969	墅
3549	墈
52296	墉
47599	墐
55387	鬻
55939	墓
52495	墕
24498	墘
2419	墙
8419	墚
3279	增
72391	墟
95499	墡
1899	墣
28491	墦
55279	墨
2684	鬼
42519	墼
15589	壁
3884	魁
65879	壑
68515	魂
86195	壤
9556	士
18645	魃
6315	壮
9276	声
3886	壳
27668	壳
68961	壶
36561	壸
52561	壹
5694	处
5594	处
158	备
259	复
7761	夏
77275	夐
3885	夔
72545	夕
756	外
15245	魄
422	多
5585	夜
252	够
54545	夤
6626	夥
45	大
45688	大
94	天
956	太
2291	夫
2368	夬
52648	夭
521	央
6218	夯
9254	失
9822	头
58512	夷
3268	夸
22618	夹
4461	夹
44618	夹
482	夺
361	夼
8448	奁
63478	奂
5648	奄
42587	奇
2858	奇
65685	奈
2571	奉
2558	奋
3888	奎
3521	奏
2551	契
6268	奓
1258	奔
15587	奔
55558	奕
4115	奖
95685	套
3518	奘
6618	奘
55846	魅
47458	奠
85617	奡
9288	奢
856	奥
95512	奭
663	女
6898	奴
6668	奶
4448	奸
9268	她
66	好
65681	好
9328	妁
889	如
22888	妃
75151	妄
62151	妆
2598	妇
5268	妈
85581	妊
58487	妍
4598	妒
72345	魆
52688	妖
47588	妗
56415	魇
576	妙
6428	妞
1658	妣
58387	妤
9624	妥
58488	妧
28184	妨
7698	妩
55388	妪
22885	妫
18685	妭
62588	妮
68281	妯
4868	妲
5588	妹
22511	妻
2785	妾
5698	姆
74641	魈
36584	姊
9658	始
4188	姐
229	姑
25582	姒
7778	姓
7684	委
9248	姗
14587	姘
58685	姚
4415	姜
92986	姝
811	魉
44685	姣
25289	姤
8668	姥
58582	姨
42588	姬
6878	姮
98849	魋
8588	姶
55688	姹
54581	姻
26888	姽
3255	姿
22285	娀
7281	威
786	娃
88251	娄
5568	娅
8868	娆
4468	娇
7584	魏
14788	娉
86581	娌
22221	娑
76888	娓
641	娘
65687	娜
68287	娜
4248	娟
52545	魑
58255	魔
8888	娥
51488	娩
5838	娱
7268	娲
5837	鱼
42385	娵
2631	娶
5218	娼
82887	婀
1822	婆
7648	婉
116	婊
98985	婌
26587	婍
44885	婕
2848	婘
6258	婚
77786	婞
72481	婠
4267	鱽
62289	婤
4778	婧
88461	婪
32588	婫
6368	婳
5477	婴
58486	婵
96587	婶
9478	婷
7598	婺
65486	婻
46578	鱾
75381	婿
8697	鲁
5688	媄
2817	鲂
5888	媒
68184	媓
54788	媖
55881	媚
58485	媛
14776	鲆
95585	媞
86681	媪
72341	媭
58687	媱
15588	媲
78584	媳
57751	媵
52585	媸
2528	媾
47685	嫁
26685	嫂
6447	鲇
48588	嫉
7448	嫌
85685	嫒
14585	嫔
55584	嫕
14685	嫖
88885	嫘
52485	嫚
55485	嫚
62186	嫜
88974	鲈
48589	嫡
5248	嫣
58187	嫦
65585	嫩
85684	嫪
58288	嫫
65987	嫭
24181	嫱
58271	鲉
72589	嬉
66671	鲊
95481	嬗
7248	嬛
9168	嬥
88987	嬬
1827	鲌
5828	嬷
15678	鲍
92181	孀
74481	孅
365	子
65251	鲎
48885	孓
3628	孔
55581	孕
9867	鲐
3556	字
3851	存
22585	孙
44879	鲒
1586	孛
3258	孜
77691	孝
5578	孟
12688	孢
45541	季
2298	孤
76871	鲔
78	学
686	孩
88451	孪
6261	孬
9895	孰
38873	鲗
32551	孳
22941	孵
8898	孺
678	孽
647	宁
67767	宁
9266	它
26868	宄
6866	宅
5636	宇
9626	守
824	安
25266	宋
784	完
6826	宏
2896	宓
65279	鲘
4516	宕
3226	宗
2246	官
6526	宙
477	定
7646	宛
5856	宜
1666	宝
9856	实
5626	宠
9656	审
3586	客
7246	宣
95569	室
3367	鲙
6346	宦
4467	鲛
77468	宪
22269	宫
7447	鲜
3666	宰
65669	害
55461	宴
7466	宵
44	家
71476	鲜
882	容
3246	宽
1456	宾
25966	宿
7126	宿
7726	宿
36465	寁
4556	寂
45567	寄
5456	寅
55567	密
35265	寇
25961	富
55866	寐
68465	寒
5536	寓
215	寝
5526	寞
66651	鲝
2666	寡
75969	寤
8466	寥
65665	寨
84665	寮
7115	鲞
3351	寸
43	对
25595	寺
78585	寻
4668	导
9521	寿
2279	封
9584	射
441	将
78575	鲟
75885	尉
2677	鲠
32555	尊
716	小
966	少
95674	少
868	尔
88575	鲡
44478	尖
5857	尘
951	尚
2867	尜
58175	尝
7211	尢
5821	尤
87615	尥
8447	鲢
58115	尨
72114	尪
2561	尬
47	就
22411	尴
9258	尸
51584	尹
56885	尺
56585	尺
32688	尻
6858	尼
41585	尽
4758	尽
7688	尾
44479	鲣
676	尿
8657	鲤
483	局
1558	屁
3878	层
9467	鲦
423	居
2238	屈
9558	屉
4788	届
7298	屋
96586	屎
1178	屏
1478	屏
42585	屐
7788	屑
6648	展
8288	屙
9698	属
9898	屠
86381	屡
7658	屣
86385	履
45381	屦
98518	屯
924	山
55578	屹
26578	屺
7597	屼
92577	屾
5637	屿
238	岁
2657	岂
58674	岈
44887	岊
48575	岌
24477	岍
28575	岐
38578	岑
55647	岔
2237	岖
26575	鲧
2617	岗
77478	岘
85647	岙
8847	岚
4664	岛
12678	岜
3327	岞
45378	岠
3687	岢
26279	岣
42371	岨
22371	岨
58479	岩
7727	岫
41677	岬
8177	岭
45627	岱
55847	岳
65979	岵
54578	岷
8547	岸
4227	岽
92621	鲨
5667	峁
42579	鲪
7885	峃
55576	峄
7857	峋
4527	峒
98279	峒
78878	峗
68471	峘
95575	峙
45577	鲫
87873	峛
74678	峡
58678	峣
4767	峤
24677	峤
62777	峥
56276	鲬
44675	峧
8887	峨
5537	峪
2767	峭
2277	峰
68647	峱
24771	鲭
7897	峿
85175	崀
35472	崁
88674	崂
88676	崃
7147	崄
32271	崆
58275	崇
42379	崌
28577	崎
3897	崒
3287	崔
58679	崖
8877	崚
4887	崛
22271	崞
54571	崟
68477	崡
84775	鲮
5247	崦
32275	鲰
127	崩
6647	崭
3257	鲲
7667	崴
22775	崶
36674	崽
52176	鲳
68578	鲵
32478	嵁
68475	嵅
44679	鲷
9577	嵊
5887	嵋
27472	嵌
58375	嵎
58671	嵖
88276	嵘
2457	嵚
58373	嵛
8627	嵝
2227	嵩
44775	鲸
78875	嵬
38271	嵯
6787	嵲
48571	嵴
92574	鲹
88617	嶅
78576	嶍
3877	嶒
12271	嶓
92575	鲺
45771	嶝
32571	鲻
25572	鲼
7257	嶲
58575	嶷
44472	巅
72575	巇
44876	鲽
72875	巍
5244	川
6225	州
78582	巡
58686	巢
2221	工
3621	左
216	巧
4531	巨
26215	巩
7291	巫
1257	鲾
556	差
72571	鳁
22674	鳃
2428	巯
46	己
5658	已
25588	巳
1268	巴
6513	巷
7713	巷
85878	鳄
4457	巾
1554	币
95557	市
1591	布
936	帅
22475	帆
9257	师
725	希
78877	帏
6517	帐
9618	帑
15875	帔
15676	帕
9487	帖
9187	帖
978	帖
8446	帘
24272	鳅
6628	帚
1824	帛
65575	帜
45557	帝
1477	帡
4563	带
62572	帧
9387	帨
78557	席
121	帮
68174	鳇
4567	帱
78879	帷
5817	常
38872	帻
2827	帼
55671	帽
55557	幂
75279	幄
2897	幅
6617	幌
5547	幔
5593	幕
14675	幖
65176	幛
28978	幞
22471	幡
58171	幢
6317	幢
58775	幪
2241	干
254	干
147	平
64	年
14757	并
1775	并
7779	幸
2847	鳈
6348	幻
55284	幼
5227	幽
261	广
62159	庄
27	庆
15558	庇
5815	床
26855	庋
7535	序
88954	庐
7695	庑
3595	库
547	应
5775	应
4655	底
18658	庖
4745	店
5765	庙
22758	庚
26955	府
1815	庞
2585	废
4417	鳉
1447	鳊
74256	庥
459	度
4825	度
3325	座
9475	庭
5675	庱
88611	鳌
82458	庵
9595	庶
321	康
52256	庸
9625	庹
2175	庼
5635	庾
76855	廆
8445	廉
8815	廊
28576	鳍
41559	廑
88655	廒
33257	廓
8765	廖
9667	鳎
58459	廛
77856	廨
8155	廪
58445	延
9474	廷
4748	建
674	廿
58677	鳐
17487	弁
5558	异
2555	弃
85247	弄
65247	弄
46397	弆
56427	弇
1817	鳑
44475	鳒
85874	鳓
9551	式
1767	鳔
22288	弓
515	引
2898	弗
68285	弘
7687	鳕
45554	弟
621	张
1485	鳖
51541	鳘
74485	弦
68985	弧
52689	弨
66988	弩
56581	弭
7245	弯
8328	弱
47185	弶
1878	弸
45486	弹
9848	弹
52276	鳙
241	强
2118	强
2387	鳜
25265	彀
22871	归
421	当
4517	当
8598	录
9348	彖
63811	彗
65588	彘
58587	彝
52885	彟
74714	形
9824	彤
55454	彦
95479	鳝
3664	彩
1467	彪
14564	彬
1876	彭
62154	彰
51	影
55547	彳
1814	彷
84577	鳞
5584	彻
16545	彼
7614	往
6274	征
3894	徂
4774	径
4264	待
4564	待
75546	徇
665	很
58146	徉
68641	徊
8534	律
783	徐
9894	徒
88646	徕
488	得
428	得
468	得
18641	徘
76545	徙
45547	徛
58149	徜
55347	御
32575	鳟
7854	循
65975	鳠
728	微
66545	徵
4884	德
47645	徼
62845	徽
74	心
155	必
5554	忆
42644	忉
45584	忌
8658	忍
55446	忏
9647	忐
9581	忑
9281	忒
36545	忖
6556	志
7515	忘
5814	忙
91415	忝
54554	忞
6229	忠
52247	忡
76946	忤
5224	忧
26474	鳡
336	快
1744	忭
86571	鳢
58548	忱
9854	忳
67	念
6124	忸
74442	忺
74547	忻
62944	忽
26471	鳤
61	鸟
6864	怀
9568	态
2622	怂
76948	怃
8524	怄
5514	怅
531	怆
52649	怊
3324	怍
3654	怎
55148	怏
6598	怒
6574	怔
156	怕
1594	怖
65949	怙
48641	怛
8444	怜
2257	思
4568	怠
58549	怡
4857	急
1274	怦
777	性
55444	怨
6854	怩
236	怪
44241	鸠
27845	怯
4258	鸡
3625	总
4388	怼
52411	鸢
65524	恁
54791	鸣
92581	鸤
874	恋
66148	恍
36214	恐
6874	恒
82211	鸥
52611	鸦
9598	恕
5515	恙
63894	恚
44614	恝
62842	恢
35554	恣
7534	恤
653	恧
65545	恨
825	恩
35849	恪
4524	恫
9444	恬
22235	恭
7254	息
276	恰
3658	恳
86814	恶
85814	恶
75914	恶
95244	恸
52445	恹
32121	鸧
35843	恻
6664	恼
1664	鸨
65551	鸩
36541	悃
24641	悄
2164	悄
55324	悆
4784	悈
72544	悉
22961	鸪
65446	悍
42211	鸫
6684	悔
15841	悖
26245	悚
22445	悛
32841	悝
75949	悟
5222	悠
8714	悢
6349	患
